agra,achaneraa,magarolgujar,30,agra,achaneraa,mangrolgujar,31,0.92,0.92
ayodhya,mayabazar,ishapur,4671,chitrakoot,ramnagar,ishapur,14997,1.0,1.0
ayodhya,mayabazar,jagadishpur arvat,4672,faizabad,mayabazar,jagadishpur arvat,18300,1.0,1.0
ayodhya,mayabazar,jamunipur,4673,elahabaad,bahadurpur,jamunipur,16076,1.0,1.0
ayodhya,mayabazar,jarahi,4674,faizabad,mayabazar,jarahi,18302,1.0,1.0
ayodhya,mayabazar,kajipur gadar,4675,faizabad,mayabazar,kajipur gadar,18303,1.0,1.0
ayodhya,mayabazar,kalyanpur barauli,4677,faizabad,mayabazar,kalyanpur barauli,18304,1.0,1.0
ayodhya,mayabazar,kanakpur,4678,elahabaad,saudabad,kanakpur,17253,1.0,1.0
ayodhya,mayabazar,kasbaa,4679,faizabad,mayabazar,kasbaa,18306,1.0,1.0
ayodhya,mayabazar,keshavpur,4680,faizabad,mayabazar,keshavpur,18307,1.0,1.0
ayodhya,mayabazar,khironi,4681,faizabad,mayabazar,khironi,18308,1.0,1.0
ayodhya,mayabazar,kumhiyaan,4682,faizabad,mayabazar,kumhiya,18309,0.63,0.88
ayodhya,mayabazar,lalpur,4683,chitrakoot,pahaædi,lalpur,14945,1.0,1.0
ayodhya,mayabazar,maanjha kajipur,4684,faizabad,mayabazar,maajha kajipur,18311,0.97,0.97
ayodhya,mayabazar,malkhanpur,4685,elahabaad,bahadurpur,malkhanpur,16100,1.0,1.0
ayodhya,mayabazar,manapara,4686,faizabad,mayabazar,manapara,18313,1.0,1.0
ayodhya,mayabazar,maya bhikhi,4687,faizabad,mayabazar,maya bhikhi,18314,1.0,1.0
ayodhya,mayabazar,mednipur,4688,devaria,bautalpur,mednapur,15185,0,0.88
ayodhya,mayabazar,mohammadpur kasbaa,4689,faizabad,mayabazar,mohammadpur kasbaa,18315,1.0,1.0
ayodhya,mayabazar,nevakabirpur,4690,faizabad,mayabazar,nevakabirpur,18317,1.0,1.0
ayodhya,mayabazar,pakaraila,4691,faizabad,mayabazar,pakaraila,18318,1.0,1.0
ayodhya,mayabazar,pamparpur,4692,faizabad,mayabazar,pamparpur,18319,1.0,1.0
ayodhya,mayabazar,pausra,4693,faizabad,mayabazar,pausra,18320,1.0,1.0
ayodhya,mayabazar,rajapur,4694,ambedkar nagar,miyaanw,rajapur,2082,1.0,1.0
ayodhya,mayabazar,rajpalia,4695,faizabad,mayabazar,rajpalia,18322,1.0,1.0
ayodhya,mayabazar,rakora,4696,faizabad,mayabazar,rakora,18323,1.0,1.0
ayodhya,mayabazar,ramapur,4697,elahabaad,bahadurpur,ramapur,16112,1.0,1.0
ayodhya,mayabazar,ramnagar mishrouli,4698,faizabad,mayabazar,ramnagar mishrouli,18325,1.0,1.0
ayodhya,mayabazar,rampur maya,4699,faizabad,mayabazar,rampur maya,18326,1.0,1.0
ayodhya,mayabazar,rampur puvari,4700,faizabad,mayabazar,rampur puaari,18327,0.92,0.92
ayodhya,mayabazar,rampurbaihari,4701,faizabad,mayabazar,rampurbauhari,18328,0.92,0.92
ayodhya,mayabazar,ratanpur,4703,faizabad,mawai,ratanpur,18263,1.0,1.0
ayodhya,mayabazar,rehadi,4704,muzaffarnagar,janasth,turehadi,39927,0.5742857142857143,0.86
ayodhya,mayabazar,rewery,4705,faizabad,mayabazar,rewery,18329,1.0,1.0
ayodhya,mayabazar,rowwaloangpur,4706,faizabad,mayabazar,rwwalonhagpur,18331,0,0.85
ayodhya,mayabazar,ruhiyaavaan,4707,chhatrapati shahuji maharajanagar,tiloi,ariyaavaan,14654,0.7647619047619048,0.86
ayodhya,mayabazar,samada,4708,faizabad,mayabazar,samada,18333,1.0,1.0
ayodhya,mayabazar,samantha,4709,ambedkar nagar,bhiti,samantha,1739,1.0,1.0
ayodhya,mayabazar,sanragpur,4710,varanasi,sewapuri,sanragpur,51801,1.0,1.0
ayodhya,mayabazar,sarai sagar,4711,faizabad,mayabazar,sarai sagar,18335,1.0,1.0
ayodhya,mayabazar,saraiya,4712,faizabad,masoudha,saraiya,18218,1.0,1.0
ayodhya,mayabazar,sherwaghat,4713,faizabad,mayabazar,sherwaghat,18337,1.0,1.0
ayodhya,mayabazar,siloni,4714,faizabad,mayabazar,siloni,18338,1.0,1.0
ayodhya,mayabazar,tandauli,4715,faizabad,mayabazar,tandauli,18339,1.0,1.0
ayodhya,mayabazar,trilokpur,4716,chhatrapati shahuji maharajanagar,bhadar,trilokpur,14134,1.0,1.0
ayodhya,mayabazar,uniyaar,4717,faizabad,mayabazar,uniyaar,18341,1.0,1.0
ayodhya,mayabazar,virshahpur,4718,faizabad,mayabazar,virshahpur,18345,1.0,1.0
ayodhya,milkipur,agarva,4719,faizabad,milkipur,agarva,18347,1.0,1.0
ayodhya,milkipur,aghiyaari,4720,elahabaad,kauædahaar,adhiyaari,16767,0,0.89
ayodhya,milkipur,alipur khajuri,4722,faizabad,milkipur,alipur khajuri,18348,1.0,1.0
ayodhya,milkipur,anjrauli,4723,faizabad,milkipur,anjrauli,18349,1.0,1.0
ayodhya,milkipur,armarupipur,4724,faizabad,milkipur,armarupipur,18350,1.0,1.0
ayodhya,milkipur,asthna,4725,faizabad,milkipur,asthna,18351,1.0,1.0
ayodhya,milkipur,balarmau,4726,hardoi,tadianvaan,balamau,25430,0.93,0.93
ayodhya,milkipur,baraipaara,4727,devaria,bautalpur,araipaar,15141,0.6677777777777778,0.89
ayodhya,milkipur,basava mu0 itgaon,4728,faizabad,milkipur,basava mu0 itagaanv,18352,0.778888888888889,0.89
ayodhya,milkipur,bhadokhara,4729,faizabad,milkipur,bhadokhara,18353,1.0,1.0
ayodhya,milkipur,bhagipur,4730,chhatrapati shahuji maharajanagar,bhadar,bhagipur,14097,1.0,1.0
ayodhya,milkipur,chiruli,4731,faizabad,milkipur,chiruli,18355,1.0,1.0
ayodhya,milkipur,dasauli,4732,faizabad,milkipur,dasauli,18356,1.0,1.0
ayodhya,milkipur,devaria,4733,faizabad,milkipur,devaria,18357,1.0,1.0
ayodhya,milkipur,dhamdhua,4734,faizabad,milkipur,dhamdhua,18358,1.0,1.0
ayodhya,milkipur,dhanocha,4735,faizabad,milkipur,dhanocha,18359,1.0,1.0
ayodhya,milkipur,dhaurhara mukundaha,4736,faizabad,milkipur,dhaurhara mukudaha,18360,0.97,0.97
ayodhya,milkipur,diligiradhar,4737,faizabad,milkipur,diligiradhar,18361,1.0,1.0
ayodhya,milkipur,dobhiyaara,4738,faizabad,milkipur,dobhiyaara,18362,1.0,1.0
ayodhya,milkipur,gokula,4739,faizabad,milkipur,gokula,18363,1.0,1.0
ayodhya,milkipur,gothwara,4740,faizabad,milkipur,gothwara,18364,1.0,1.0
ayodhya,milkipur,goyadi,4741,kashiram nagar,soron,goyati,31683,0,0.83
ayodhya,milkipur,gujramu,4742,faizabad,milkipur,gujramu,18365,1.0,1.0
ayodhya,milkipur,hisamudadinpur,4744,faizabad,milkipur,hisamuddinpur,18366,0.96,0.96
ayodhya,milkipur,inayatnagar,4745,faizabad,milkipur,inayatnagar,18367,1.0,1.0
ayodhya,milkipur,itagaanv,4747,faizabad,milkipur,itagaanv,18368,1.0,1.0
ayodhya,milkipur,jorium,4748,faizabad,milkipur,jorium,18369,1.0,1.0
ayodhya,milkipur,kahua,4749,faizabad,milkipur,kahua,18370,1.0,1.0
ayodhya,milkipur,karamdanda,4750,faizabad,milkipur,karamdanda,18371,1.0,1.0
ayodhya,milkipur,khajuri mirzapur,4751,faizabad,milkipur,khujri mirzapur,18374,0.9,0.9
ayodhya,milkipur,khanpur,4752,barabanki,haidaragædha,khanpur,8857,1.0,1.0
ayodhya,milkipur,khihaaran,4753,faizabad,milkipur,khihaaran,18373,1.0,1.0
ayodhya,milkipur,kinauli,4754,faizabad,milkipur,kinauli,18375,1.0,1.0
ayodhya,milkipur,kinoopur,4755,faizabad,milkipur,kinoopur,18376,1.0,1.0
ayodhya,milkipur,kuchera,4756,faizabad,milkipur,kuchera,18377,1.0,1.0
ayodhya,milkipur,kumbhi,4757,faizabad,milkipur,kumbhi,18378,1.0,1.0
ayodhya,milkipur,kuravan,4758,faizabad,milkipur,kuravan,18379,1.0,1.0
ayodhya,milkipur,mahadauna,4759,faizabad,milkipur,mehdauna,18385,0.7023529411764705,0.82
ayodhya,milkipur,mahulaara,4760,faizabad,milkipur,mahulaara,18380,1.0,1.0
ayodhya,milkipur,majanaai,4761,faizabad,milkipur,majanaai,18381,1.0,1.0
ayodhya,milkipur,maruigneshpur,4762,faizabad,milkipur,maruigneshpur,18382,1.0,1.0
ayodhya,milkipur,mawai kala,4763,faizabad,milkipur,mawai kala,18383,1.0,1.0
ayodhya,milkipur,mawai khurd,4764,faizabad,milkipur,mawai khurd,18384,1.0,1.0
ayodhya,milkipur,milkipur,4765,faizabad,milkipur,milkipur,18386,1.0,1.0
ayodhya,milkipur,mithegaanv,4766,faizabad,milkipur,mithegaanv,18387,1.0,1.0
ayodhya,milkipur,mungishpur,4768,faizabad,milkipur,mugishpur,18389,0.95,0.95
ayodhya,milkipur,narendrabhada,4769,faizabad,milkipur,narendabhada,18390,0.96,0.96
ayodhya,milkipur,paara brahamnan,4770,faizabad,milkipur,paara bramhnaan,18391,0,0.87
ayodhya,milkipur,palia mu0 kuchera,4771,faizabad,milkipur,palia mu0 kuchera,18393,1.0,1.0
ayodhya,milkipur,paliyamafee,4772,faizabad,milkipur,paliyamafee,18394,1.0,1.0
ayodhya,milkipur,paradhamthua,4773,faizabad,milkipur,paara thamathua,18392,0.5877777777777778,0.81
ayodhya,milkipur,parakhani,4774,faizabad,milkipur,parakhani,18395,1.0,1.0
ayodhya,milkipur,parasavaan,4775,faizabad,milkipur,parasavaan,18396,1.0,1.0
ayodhya,milkipur,qalandarpur,4776,faizabad,milkipur,qalandarpur,18397,1.0,1.0
ayodhya,milkipur,rampurva,4777,farrukhabad,batch.poor,rampura,18744,0.93,0.93
ayodhya,milkipur,sahulaara,4778,faizabad,milkipur,mahulaara,18380,0,0.89
ayodhya,milkipur,saraidhanethi,4779,faizabad,milkipur,saraidhanethi,18398,1.0,1.0
ayodhya,milkipur,sari,4780,faizabad,milkipur,sari,18399,1.0,1.0
ayodhya,milkipur,sarurpur,4781,faizabad,milkipur,sarurpur,18400,1.0,1.0
ayodhya,milkipur,severa,4782,chhatrapati shahuji maharajanagar,bazaar shukla,severa,14085,1.0,1.0
ayodhya,milkipur,shivnathpur,4783,faizabad,milkipur,shivnathpur,18402,1.0,1.0
ayodhya,milkipur,sidcid,4784,faizabad,milkipur,sidcid,18403,1.0,1.0
ayodhya,milkipur,sidhuna,4785,faizabad,milkipur,sidhuna,18404,1.0,1.0
ayodhya,milkipur,sodhiyaavaan,4786,faizabad,milkipur,sodhiyaavaan,18405,1.0,1.0
ayodhya,milkipur,survaara,4787,faizabad,milkipur,survaara,18406,1.0,1.0
ayodhya,milkipur,taksra,4788,faizabad,milkipur,taksra,18407,1.0,1.0
ayodhya,milkipur,tarauli tardih,4789,faizabad,milkipur,tarauli tardih,18408,1.0,1.0
ayodhya,milkipur,tendha,4791,faizabad,milkipur,tendha,18409,1.0,1.0
ayodhya,milkipur,tikra,4792,faizabad,milkipur,tikra,18410,1.0,1.0
ayodhya,milkipur,uchhaahpali,4793,faizabad,milkipur,uchhaahpali,18411,1.0,1.0
ayodhya,milkipur,udhui,4794,faizabad,milkipur,udhui,18412,1.0,1.0
ayodhya,milkipur,variyarpur,4796,faizabad,milkipur,variyarpur,18414,1.0,1.0
ayodhya,puraabazar,akwara,4797,faizabad,puraabazar,akwara,18415,1.0,1.0
ayodhya,puraabazar,alavalpur,4798,chitrakoot,karvi (chitrakoot),alavalpur,14696,1.0,1.0
ayodhya,puraabazar,amialapur,4799,faizabad,puraabazar,amialapur,18417,1.0,1.0
ayodhya,puraabazar,anjana,4800,faizabad,puraabazar,anjana,18418,1.0,1.0
ayodhya,puraabazar,ashapur,4801,faizabad,puraabazar,ashapur,18419,1.0,1.0
ayodhya,puraabazar,bausih,4803,faizabad,puraabazar,bausingh,18420,0.5742857142857143,0.86
ayodhya,puraabazar,bhadauli bujurg,4804,faizabad,puraabazar,bhadauli bujurg,18421,1.0,1.0
ayodhya,puraabazar,bhagavabhit,4805,faizabad,puraabazar,bhagavabhit,18422,1.0,1.0
ayodhya,puraabazar,bhikhapur,4806,faizabad,puraabazar,bhikhapur,18423,1.0,1.0
ayodhya,puraabazar,dadera,4808,faizabad,puraabazar,dadera,18424,1.0,1.0
ayodhya,puraabazar,datauli,4809,eta,jothra,datauli,17661,1.0,1.0
ayodhya,puraabazar,devgarh,4810,faizabad,puraabazar,devgarh,18426,1.0,1.0
ayodhya,puraabazar,devkali,4811,faizabad,puraabazar,devkali,18427,1.0,1.0
ayodhya,puraabazar,durgapur,4812,chhatrapati shahuji maharajanagar,bhadar,durgapur,14104,1.0,1.0
ayodhya,puraabazar,dwarikapur,4813,faizabad,puraabazar,dwarikapur,18429,1.0,1.0
ayodhya,puraabazar,fatehpur mumtazabad,4814,faizabad,puraabazar,fatehpur mumtazabad,18430,1.0,1.0
ayodhya,puraabazar,gangauli,4815,chhatrapati shahuji maharajanagar,amethi,gangauli,13981,1.0,1.0
ayodhya,puraabazar,habatpur,4816,gautamabuddha nagar,visarakh,habatpur,21757,1.0,1.0
ayodhya,puraabazar,hainsa,4817,faizabad,puraabazar,haisa,18432,0.91,0.91
ayodhya,puraabazar,jilaluudadinanagar,4818,faizabad,puraabazar,jilaluuddinnagar,18433,0.94,0.94
ayodhya,puraabazar,kachauli,4819,faizabad,puraabazar,kachauli,18434,1.0,1.0
ayodhya,puraabazar,kadipur,4820,faizabad,masoudha,kadipur,18188,1.0,1.0
ayodhya,puraabazar,khanpur,4822,barabanki,haidaragædha,khanpur,8857,1.0,1.0
ayodhya,puraabazar,khushiyalganj,4823,faizabad,puraabazar,khushiyalganj,18438,1.0,1.0
ayodhya,puraabazar,kushmaha,4824,faizabad,puraabazar,kushmaha,18440,1.0,1.0
ayodhya,puraabazar,kutha keshavarpur,4825,faizabad,puraabazar,kudhakeshawarpur,18439,0.7893939393939393,0.85
ayodhya,puraabazar,maanjha barehata,4826,faizabad,puraabazar,maajha varehata,18441,0.9,0.9
ayodhya,puraabazar,madnaa,4827,faizabad,puraabazar,madna,18442,0.91,0.91
ayodhya,puraabazar,maheshpur,4828,chhatrapati shahuji maharajanagar,musafirkhaana,maheshpur,14441,1.0,1.0
ayodhya,puraabazar,makkhapur,4829,faizabad,puraabazar,makkhapur,18444,1.0,1.0
ayodhya,puraabazar,mitrasenpur,4830,faizabad,puraabazar,mitrasenpur,18445,1.0,1.0
ayodhya,puraabazar,mohatisampur,4831,faizabad,puraabazar,mohatsimpur,18446,0.7830434782608695,0.87
ayodhya,puraabazar,mudadiha,4832,faizabad,puraabazar,mudadiha,18447,1.0,1.0
ayodhya,puraabazar,naaraa,4833,faizabad,puraabazar,naaraa,18448,1.0,1.0
ayodhya,puraabazar,narainpur,4834,aligarh,khor,narainpur,1308,1.0,1.0
ayodhya,puraabazar,nariyaavaan,4835,chhatrapati shahuji maharajanagar,tiloi,ariyaavaan,14654,0.95,0.95
ayodhya,puraabazar,parakhan,4836,faizabad,puraabazar,parakhan,18451,1.0,1.0
ayodhya,puraabazar,pilkhaavaan,4837,faizabad,puraabazar,pilkhaavaan,18452,1.0,1.0
ayodhya,puraabazar,purakhepur,4838,elahabaad,mauima,purakhipur,16978,0.9,0.9
ayodhya,puraabazar,rahimpur duguva,4839,faizabad,puraabazar,rahimpurdugava,18453,0.9,0.9
ayodhya,puraabazar,rajepur,4840,faizabad,puraabazar,rajepur,18454,1.0,1.0
ayodhya,puraabazar,ramadatpur ataraavaan,4841,faizabad,puraabazar,ramadattapurtaraavaan,18455,0.9,0.9
ayodhya,puraabazar,rampurahalavara,4842,faizabad,puraabazar,rampurahalavara,18456,1.0,1.0
ayodhya,puraabazar,rampursardha,4843,elahabaad,handiya,rampur sadulha,16511,0.6961538461538461,0.85
ayodhya,puraabazar,ranopali,4844,faizabad,puraabazar,ranopali,18458,1.0,1.0
ayodhya,puraabazar,rasda,4845,faizabad,puraabazar,rasda,18459,1.0,1.0
ayodhya,puraabazar,rasulabad,4846,chhatrapati shahuji maharajanagar,musafirkhaana,rasulabad,14458,1.0,1.0
ayodhya,puraabazar,roshananagar,4847,faizabad,puraabazar,roshananagar,18461,1.0,1.0
ayodhya,puraabazar,sahinavaan,4848,faizabad,puraabazar,sahinavaan,18462,1.0,1.0
ayodhya,puraabazar,samaha khurd,4849,gorakhpur,bhatahat,samdar khurd,23457,0,0.83
ayodhya,puraabazar,samahakala,4850,faizabad,puraabazar,samahakala,18463,1.0,1.0
ayodhya,puraabazar,samaisa,4851,faizabad,puraabazar,samausa,18464,0,0.86
ayodhya,puraabazar,sanethu,4852,faizabad,puraabazar,sanethu,18465,1.0,1.0
ayodhya,puraabazar,saraichamil,4853,elahabaad,saudabad,saraisamile,17281,0,0.82
ayodhya,puraabazar,sarairasi,4854,faizabad,puraabazar,sarairasi,18466,1.0,1.0
ayodhya,puraabazar,sarethi,4855,faizabad,puraabazar,sarethi,18467,1.0,1.0
ayodhya,puraabazar,shahjahanpur,4856,faizabad,puraabazar,shahjahanpur,18468,1.0,1.0
ayodhya,puraabazar,shahnewajpur,4857,faizabad,puraabazar,shahnewajpur,18469,1.0,1.0
ayodhya,puraabazar,shantipur,4858,faizabad,puraabazar,shantipur,18470,1.0,1.0
ayodhya,puraabazar,sirsinda,4859,faizabad,puraabazar,sirsinda,18471,1.0,1.0
ayodhya,puraabazar,sukkhapur itora,4860,faizabad,puraabazar,sukkhapuritaura,18472,0,0.87
ayodhya,puraabazar,tahitpur barauli,4861,faizabad,puraabazar,tahirpurvarauli,18473,0.7754838709677419,0.84
ayodhya,puraabazar,takapura,4862,faizabad,puraabazar,takapura,18474,1.0,1.0
ayodhya,puraabazar,tihura,4863,faizabad,puraabazar,tihura,18475,1.0,1.0
ayodhya,rudauli,aasumu,4865,faizabad,rudauli,aasumu,18476,1.0,1.0
ayodhya,rudauli,aihaar,4866,faizabad,rudauli,aihaar,18477,1.0,1.0
ayodhya,rudauli,aithar,4867,faizabad,rudauli,aithar,18478,1.0,1.0
ayodhya,rudauli,akhriyarpur,4868,faizabad,rudauli,akhriyarpur,18479,1.0,1.0
ayodhya,rudauli,alhavaana,4869,faizabad,rudauli,alhavaana,18480,1.0,1.0
ayodhya,rudauli,amahata,4870,faizabad,rudauli,amahata,18481,1.0,1.0
ayodhya,rudauli,amaraigaon,4871,faizabad,rudauli,amaraigaanv,18482,0.7647619047619048,0.86
ayodhya,rudauli,baari,4872,elahabaad,sorov,baari,17355,1.0,1.0
ayodhya,rudauli,badela,4873,firozabad,firozabad,bhaudela,20110,0.5742857142857143,0.86
ayodhya,rudauli,bahoricpur,4874,chhatrapati shahuji maharajanagar,shahgarh,bahoricpur,14569,1.0,1.0
ayodhya,rudauli,bangaava,4876,ambedkar nagar,bhiti,bangaanv,1677,0,0.88
ayodhya,rudauli,banmau,4877,elahabaad,bahariya,bhaanmau,16144,0.5742857142857143,0.86
ayodhya,rudauli,baranva,4878,faizabad,rudauli,baranva,18487,1.0,1.0
ayodhya,rudauli,bhauli,4880,faizabad,rudauli,bhauli,18489,1.0,1.0
ayodhya,rudauli,bhelsar,4881,faizabad,rudauli,bhelsar,18491,1.0,1.0
ayodhya,rudauli,bhisauli,4882,faizabad,rudauli,bhauli,18489,0.5742857142857143,0.86
ayodhya,rudauli,bhitaura,4883,barabanki,haidaragædha,bhitaura,8836,1.0,1.0
ayodhya,rudauli,copepur,4884,faizabad,rudauli,copepur,18493,1.0,1.0
ayodhya,rudauli,dafiapur,4885,chitrakoot,pahaædi,daipur,14920,0.5742857142857143,0.86
ayodhya,rudauli,dasharathamau,4886,faizabad,rudauli,dasharathamau,18494,1.0,1.0
ayodhya,rudauli,fagauli kurmian,4887,faizabad,rudauli,fagauli kurmivan,18495,0.97,0.97
ayodhya,rudauli,fattapur khurd,4888,faizabad,rudauli,fattapur khurd,18496,1.0,1.0
ayodhya,rudauli,ferozepur makhdumi,4890,faizabad,rudauli,ferozepur makhudmi,18497,0.94,0.94
ayodhya,rudauli,ferozepur pavaran,4891,faizabad,rudauli,ferozepur pavaran,18498,1.0,1.0
ayodhya,rudauli,ganauli,4892,faizabad,rudauli,ganauli,18499,1.0,1.0
ayodhya,rudauli,gauhanna,4893,elahabaad,jasra,gauhaniya,16607,0.7023529411764705,0.82
ayodhya,rudauli,gauriamu,4894,faizabad,rudauli,gauriamu,18501,1.0,1.0
ayodhya,rudauli,halimnagar,4897,faizabad,rudauli,halimnagar,18504,1.0,1.0
ayodhya,rudauli,hariharpur balaiya,4898,faizabad,rudauli,hariharpur baloya,18505,0.91,0.91
ayodhya,rudauli,hayattnagar,4899,faizabad,rudauli,hayattnagar,18506,1.0,1.0
ayodhya,rudauli,ichauliya,4900,faizabad,rudauli,ichauliya,18507,1.0,1.0
ayodhya,rudauli,jakhauli,4901,faizabad,rudauli,jakhauli,18508,1.0,1.0
ayodhya,rudauli,jalalpur,4902,badaayun,junavi,jalalpur,4843,1.0,1.0
ayodhya,rudauli,jalilpur,4903,faizabad,rudauli,jalilpur,18510,1.0,1.0
ayodhya,rudauli,jamuniya mau,4904,faizabad,rudauli,jamuniya mau,18511,1.0,1.0
ayodhya,rudauli,jaraayal kala,4905,faizabad,rudauli,jaraayal kala,18512,1.0,1.0
ayodhya,rudauli,junaydpur,4906,faizabad,rudauli,junedpur,18513,0.7023529411764705,0.82
ayodhya,rudauli,karimpur,4907,faizabad,rudauli,karimpur,18514,1.0,1.0
ayodhya,rudauli,kathi,4908,elahabaad,karchana,kathi,16684,1.0,1.0
ayodhya,rudauli,khand pipara,4909,faizabad,rudauli,khand pipara,18516,1.0,1.0
ayodhya,rudauli,kharanpur,4910,elahabaad,bahadurpur,karanpur,16083,0.94,0.94
ayodhya,rudauli,khedipur,4911,faizabad,rudauli,khedipur,18517,1.0,1.0
ayodhya,rudauli,kheri,4912,baliya,dohrighat,khejuri,6682,0.49666666666666665,0.83
ayodhya,rudauli,khurdaha,4913,faizabad,rudauli,khurdaha,18519,1.0,1.0
ayodhya,rudauli,kolva,4914,barabanki,haidaragædha,kolva,8859,1.0,1.0
ayodhya,rudauli,kopacap,4915,faizabad,rudauli,kopacap,18521,1.0,1.0
ayodhya,rudauli,kotra,4916,faizabad,rudauli,kotra,18522,1.0,1.0
ayodhya,rudauli,kudhasaadaat,4917,faizabad,rudauli,kuædhasaadaat,18523,0.96,0.96
ayodhya,rudauli,laluvapur,4918,faizabad,rudauli,laluapur,18524,0.94,0.94
ayodhya,rudauli,lohati saraiya,4919,faizabad,rudauli,lohati saraiya,18525,1.0,1.0
ayodhya,rudauli,maangichandpur,4920,faizabad,rudauli,maangichandpur,18526,1.0,1.0
ayodhya,rudauli,mahamudmau,4921,faizabad,rudauli,mahamudmau,18527,1.0,1.0
ayodhya,rudauli,mamarejanagar,4922,faizabad,rudauli,mamarejanagar,18528,1.0,1.0
ayodhya,rudauli,matauli,4923,chitrakoot,pahaædi,matauli,14950,1.0,1.0
ayodhya,rudauli,matthanevada,4924,faizabad,rudauli,mattha nevada,18530,0.96,0.96
ayodhya,rudauli,minapur fagauli,4925,faizabad,rudauli,minapur fagauli,18531,1.0,1.0
ayodhya,rudauli,mirmau,4926,faizabad,rudauli,mirmau,18532,1.0,1.0
ayodhya,rudauli,misa,4927,faizabad,rudauli,misa,18533,1.0,1.0
ayodhya,rudauli,mohamidpur,4928,faizabad,rudauli,mohamidpur,18534,1.0,1.0
ayodhya,rudauli,mujffarpur,4929,muradabad,panvasa,mujffarpur,39541,1.0,1.0
ayodhya,rudauli,neroli,4930,barabanki,haidaragædha,neroli,8867,1.0,1.0
ayodhya,rudauli,nevati,4931,lakhimpur khiri,mohammadi,nevali,34203,0,0.83
ayodhya,rudauli,palpur,4933,chhatrapati shahuji maharajanagar,jagadishpur,palpur,14403,1.0,1.0
ayodhya,rudauli,parapaharpur,4934,faizabad,rudauli,parapahaædpur,18539,0.8,0.88
ayodhya,rudauli,parasau,4935,faizabad,rudauli,parasau,18540,1.0,1.0
ayodhya,rudauli,pastamaafee,4936,faizabad,rudauli,pastamaafee,18541,1.0,1.0
ayodhya,rudauli,puraay,4937,baliya,dohrighat,puraa,6700,0.91,0.91
ayodhya,rudauli,rahimganj,4938,faizabad,rudauli,rahimganj,18543,1.0,1.0
ayodhya,rudauli,ramsarandaspur,4939,faizabad,rudauli,ramsarandaspur,18544,1.0,1.0
ayodhya,rudauli,sahani,4942,faizabad,rudauli,sahani,18546,1.0,1.0
ayodhya,rudauli,sandari,4943,faizabad,rudauli,sandari,18547,1.0,1.0
ayodhya,rudauli,sarai ahamed,4944,faizabad,rudauli,sarai ahamed,18548,1.0,1.0
ayodhya,rudauli,saraipir,4945,faizabad,rudauli,saraipir,18549,1.0,1.0
ayodhya,rudauli,saraitha,4946,faizabad,rudauli,saraitha,18550,1.0,1.0
ayodhya,rudauli,sarayahamid,4947,faizabad,rudauli,sarayahamid,18551,1.0,1.0
ayodhya,rudauli,sarayamugal,4948,faizabad,rudauli,sarayamugal,18552,1.0,1.0
ayodhya,rudauli,shahpur,4949,ambedkar nagar,miyaanw,shahpur,2090,1.0,1.0
ayodhya,rudauli,shahvajpur,4950,faizabad,rudauli,shahvajpur,18554,1.0,1.0
ayodhya,rudauli,sitholi,4951,chhatrapati shahuji maharajanagar,jagadishpur,sitholi,14411,1.0,1.0
ayodhya,rudauli,sivan,4952,faizabad,rudauli,sivan,18556,1.0,1.0
ayodhya,rudauli,taalgaon,4953,faizabad,rudauli,taalgaanv,18557,0.7023529411764705,0.82
ayodhya,rudauli,tanda khulaasa,4954,faizabad,rudauli,tada khulaasa,18558,0.96,0.96
ayodhya,rudauli,tanda sufi,4955,faizabad,rudauli,tada sufi,18559,0.95,0.95
ayodhya,rudauli,tikar,4956,elahabaad,corov,tikar,16371,1.0,1.0
ayodhya,rudauli,vichaala,4958,faizabad,rudauli,vichaala,18562,1.0,1.0
ayodhya,rudauli,vidhhaar,4959,faizabad,rudauli,vidhhaar,18563,1.0,1.0
ayodhya,rudauli,vikawal,4960,faizabad,rudauli,vikawal,18564,1.0,1.0
ayodhya,rudauli,wajidpur,4961,badaayun,dahagavaan,wajidpur,4585,1.0,1.0
ayodhya,sohaval,agathuva,4962,elahabaad,phulpur,agauva,17059,0.5742857142857143,0.86
ayodhya,sohaval,arather,4963,faizabad,sohaval,arather,18566,1.0,1.0
ayodhya,sohaval,babhaniyaavaan,4964,faizabad,masoudha,babhangavaan,18161,0.6961538461538461,0.85
ayodhya,sohaval,baidarapur,4965,chitrakoot,ramnagar,haidarpur,14995,0.7347368421052631,0.84
ayodhya,sohaval,barikala,4966,itawa,saufai,baraulikala,26655,0.5242105263157895,0.84
ayodhya,sohaval,bhitaura,4967,barabanki,haidaragædha,bhitaura,8836,1.0,1.0
ayodhya,sohaval,catrauli,4968,faizabad,sohaval,catrauli,18570,1.0,1.0
ayodhya,sohaval,chirramohammadpur,4969,faizabad,sohaval,chiranmohammadpur,18571,0.94,0.94
ayodhya,sohaval,cola,4970,faizabad,sohaval,cola,18572,1.0,1.0
ayodhya,sohaval,dakshinpaara,4971,faizabad,sohaval,dakshinpaara,18573,1.0,1.0
ayodhya,sohaval,deraamusee,4972,faizabad,sohaval,deraamusee,18574,1.0,1.0
ayodhya,sohaval,devi,4973,faizabad,sohaval,devi,18575,1.0,1.0
ayodhya,sohaval,devracot,4974,faizabad,sohaval,devracot,18576,1.0,1.0
ayodhya,sohaval,dhannipur,4975,faizabad,sohaval,dhannipur,18577,1.0,1.0
